monster ID,monster type,number of arms,number of legs,power level,uuid
7446,zombie,0,1,31,7446
7447,spider,4,4,48,7447
7448,ghost,1,2,43,7448
7449,dragon,4,4,87,7449
7450,zombie,0,2,39,7450
7451,goblin,3,2,3,7451
7452,zombie,1,2,40,7452
7453,dragon,4,4,93,7453
7454,zombie,1,1,24,7454
7455,dragon,2,2,93,7455
7456,goblin,1,2,9,7456
7457,ghost,2,0,30,7457
7458,ghost,1,2,35,7458
7459,goblin,2,2,1,7459
7460,ghost,2,0,60,7460
7461,dragon,2,2,98,7461
7462,ghost,1,2,42,7462
7463,dragon,2,4,82,7463
7464,zombie,1,1,21,7464
7465,zombie,0,0,24,7465
7466,spider,4,4,51,7466
7467,goblin,2,2,24,7467
7468,zombie,2,1,18,7468
7469,zombie,0,2,20,7469
7470,dragon,2,2,81,7470
7471,dragon,2,4,85,7471
7472,dragon,4,2,82,7472
7473,zombie,0,0,18,7473
7474,zombie,1,1,36,7474
7475,goblin,3,2,23,7475
7476,zombie,1,0,22,7476
7477,dragon,4,4,89,7477
7478,ghost,2,2,38,7478
7479,spider,4,4,67,7479
7480,dragon,2,2,96,7480
7481,goblin,3,2,3,7481
7482,dragon,4,4,100,7482
7483,zombie,0,1,39,7483
7484,dragon,4,4,85,7484
7485,dragon,2,2,91,7485
7486,goblin,1,2,4,7486
7487,goblin,4,2,8,7487
7488,zombie,2,2,25,7488
7489,zombie,2,0,22,7489
7490,goblin,2,2,26,7490
7491,dragon,4,4,87,7491
7492,goblin,4,2,25,7492
7493,ghost,0,2,39,7493
7494,goblin,3,2,4,7494
7495,spider,4,4,59,7495
7496,spider,4,4,73,7496
7497,ghost,2,0,33,7497
7498,goblin,4,2,22,7498
7499,spider,4,4,39,7499
7500,dragon,4,4,92,7500
7501,goblin,4,2,15,7501
7502,dragon,4,2,99,7502
7503,ghost,1,2,54,7503
7504,zombie,2,1,21,7504
7505,zombie,0,0,28,7505
7506,dragon,2,2,81,7506
7507,spider,4,4,38,7507
7508,dragon,2,2,92,7508
7509,dragon,4,2,93,7509
7510,dragon,4,2,93,7510
7511,ghost,1,2,41,7511
7512,zombie,1,2,12,7512
7513,dragon,2,2,94,7513
7514,zombie,2,0,14,7514
7515,dragon,4,4,96,7515
7516,goblin,3,2,8,7516
7517,goblin,2,2,7,7517
7518,ghost,0,2,48,7518
7519,goblin,2,2,8,7519
7520,zombie,2,0,40,7520
7521,spider,4,4,43,7521
7522,ghost,2,2,52,7522
7523,dragon,4,2,96,7523
7524,zombie,0,0,11,7524
7525,dragon,4,2,89,7525
7526,dragon,2,4,97,7526
7527,zombie,0,2,32,7527
7528,spider,4,4,42,7528
7529,zombie,0,0,27,7529
7530,zombie,0,0,23,7530
7531,goblin,3,2,23,7531
7532,ghost,0,2,44,7532
7533,goblin,2,2,22,7533
7534,zombie,0,1,26,7534
7535,zombie,1,1,26,7535
7536,spider,4,4,40,7536
7537,goblin,3,2,13,7537
7538,dragon,2,4,89,7538
7539,dragon,4,4,97,7539
7540,dragon,4,4,84,7540
7541,dragon,2,4,98,7541
7542,zombie,1,2,13,7542
7543,zombie,0,2,11,7543
7544,spider,4,4,71,7544
7545,spider,4,4,47,7545
7546,spider,4,4,47,7546
7547,zombie,2,0,40,7547
7548,zombie,2,1,34,7548
7549,zombie,1,1,34,7549
7550,goblin,1,2,10,7550
7551,ghost,1,2,34,7551
7552,ghost,2,2,47,7552
7553,spider,4,4,39,7553
7554,goblin,3,2,13,7554
7555,zombie,1,2,12,7555
7556,ghost,2,0,39,7556
7557,spider,4,4,54,7557
7558,spider,4,4,37,7558
7559,dragon,2,4,89,7559
7560,goblin,1,2,14,7560
7561,dragon,2,4,82,7561
7562,ghost,1,0,39,7562
7563,zombie,2,2,10,7563
7564,ghost,2,0,50,7564
7565,zombie,0,1,28,7565
7566,ghost,0,0,57,7566
7567,zombie,2,1,31,7567
7568,dragon,2,2,80,7568
7569,ghost,0,0,45,7569
7570,ghost,0,2,32,7570
7571,spider,4,4,72,7571
7572,ghost,1,0,48,7572
7573,ghost,2,2,55,7573
7574,ghost,0,0,44,7574
7575,goblin,2,2,7,7575
7576,ghost,2,0,35,7576
7577,dragon,4,4,80,7577
7578,dragon,2,4,97,7578
7579,zombie,0,0,39,7579
7580,goblin,4,2,20,7580
7581,ghost,1,2,48,7581
7582,dragon,2,4,85,7582
7583,ghost,0,2,31,7583
7584,goblin,1,2,23,7584
7585,dragon,4,4,88,7585
7586,spider,4,4,68,7586
7587,spider,4,4,70,7587
7588,goblin,1,2,28,7588
7589,ghost,1,0,45,7589
7590,zombie,0,2,33,7590
7591,spider,4,4,66,7591
7592,goblin,4,2,13,7592
7593,zombie,2,0,33,7593
7594,goblin,3,2,6,7594
7595,spider,4,4,65,7595
7596,dragon,2,2,98,7596
7597,ghost,2,0,37,7597
7598,spider,4,4,69,7598
7599,ghost,0,2,30,7599
7600,goblin,1,2,18,7600
7601,ghost,1,0,39,7601
7602,dragon,2,2,81,7602
7603,dragon,2,4,92,7603
7604,dragon,2,2,85,7604
7605,ghost,0,0,52,7605
7606,zombie,1,2,32,7606
7607,dragon,2,2,86,7607
7608,dragon,2,4,88,7608
7609,goblin,3,2,19,7609
7610,goblin,3,2,27,7610
7611,zombie,2,1,30,7611
7612,goblin,2,2,27,7612
7613,ghost,1,0,36,7613
7614,goblin,4,2,12,7614
7615,goblin,4,2,22,7615
7616,ghost,2,2,60,7616
7617,zombie,2,1,11,7617
7618,ghost,1,2,50,7618
7619,dragon,2,4,92,7619
7620,spider,4,4,53,7620
7621,dragon,4,4,88,7621
7622,goblin,1,2,10,7622
7623,dragon,4,4,83,7623
7624,ghost,2,0,34,7624
7625,goblin,3,2,11,7625
7626,spider,4,4,74,7626
7627,dragon,4,2,88,7627
7628,goblin,2,2,23,7628
7629,ghost,0,2,52,7629
7630,dragon,2,2,87,7630
7631,goblin,3,2,28,7631
7632,zombie,1,1,10,7632
7633,dragon,4,2,81,7633
7634,zombie,0,1,40,7634
7635,spider,4,4,55,7635
7636,dragon,2,2,82,7636
7637,goblin,1,2,4,7637
7638,dragon,2,2,99,7638
7639,goblin,1,2,20,7639
7640,ghost,1,0,40,7640
7641,goblin,1,2,23,7641
7642,zombie,0,2,24,7642
7643,zombie,1,0,11,7643
7644,zombie,1,2,22,7644
7645,dragon,2,2,93,7645
7646,dragon,4,4,84,7646
7647,ghost,2,0,56,7647
7648,goblin,4,2,27,7648
7649,goblin,3,2,11,7649
7650,ghost,0,2,51,7650
7651,goblin,3,2,15,7651
7652,spider,4,4,67,7652
7653,dragon,4,2,97,7653
7654,dragon,2,2,89,7654
7655,goblin,1,2,24,7655
7656,spider,4,4,68,7656
7657,dragon,2,2,88,7657
7658,spider,4,4,68,7658
7659,dragon,2,2,80,7659
7660,goblin,3,2,1,7660
7661,dragon,2,4,94,7661
7662,spider,4,4,40,7662
7663,ghost,2,0,36,7663
7664,goblin,3,2,5,7664
7665,goblin,3,2,25,7665
7666,goblin,1,2,3,7666
7667,goblin,3,2,21,7667
7668,goblin,1,2,2,7668
7669,spider,4,4,42,7669
7670,ghost,2,2,52,7670
7671,dragon,4,4,94,7671
7672,spider,4,4,52,7672
7673,spider,4,4,54,7673
7674,dragon,4,4,91,7674
7675,ghost,0,2,46,7675
7676,zombie,2,0,23,7676
7677,ghost,1,0,32,7677
7678,spider,4,4,70,7678
7679,ghost,2,2,53,7679
7680,ghost,2,2,40,7680
7681,zombie,2,0,15,7681
7682,spider,4,4,51,7682
7683,dragon,2,2,89,7683
7684,zombie,1,0,22,7684
7685,dragon,4,4,86,7685
7686,goblin,4,2,11,7686
7687,spider,4,4,61,7687
7688,dragon,4,2,85,7688
7689,zombie,0,1,33,7689
7690,goblin,2,2,30,7690
7691,dragon,2,2,84,7691
7692,dragon,4,2,97,7692
7693,goblin,1,2,7,7693
7694,ghost,2,0,45,7694
7695,zombie,1,2,32,7695
7696,zombie,1,0,36,7696
7697,dragon,4,4,87,7697
7698,dragon,4,2,81,7698
7699,goblin,1,2,30,7699
7700,spider,4,4,51,7700
7701,dragon,2,2,99,7701
7702,spider,4,4,68,7702
7703,spider,4,4,65,7703
7704,dragon,4,4,81,7704
7705,zombie,1,0,17,7705
7706,dragon,4,4,81,7706
7707,zombie,1,2,13,7707
7708,ghost,0,2,58,7708
7709,ghost,1,0,57,7709
7710,dragon,2,4,85,7710
7711,goblin,1,2,30,7711
7712,zombie,2,2,37,7712
7713,ghost,2,2,35,7713
7714,dragon,2,2,81,7714
7715,goblin,2,2,1,7715
7716,spider,4,4,72,7716
7717,goblin,1,2,28,7717
7718,goblin,3,2,11,7718
7719,zombie,1,0,30,7719
7720,ghost,0,2,55,7720
7721,spider,4,4,49,7721
7722,ghost,1,0,50,7722
7723,zombie,1,1,37,7723
7724,spider,4,4,67,7724
7725,dragon,4,2,100,7725
7726,goblin,4,2,27,7726
7727,spider,4,4,71,7727
7728,zombie,2,2,14,7728
7729,ghost,0,2,42,7729
7730,zombie,0,2,39,7730
7731,dragon,4,4,98,7731
7732,goblin,2,2,0,7732
7733,ghost,0,2,49,7733
7734,zombie,1,1,13,7734
7735,zombie,0,2,35,7735
7736,goblin,1,2,6,7736
7737,spider,4,4,44,7737
7738,dragon,2,4,93,7738
7739,zombie,1,1,23,7739
7740,zombie,0,1,22,7740
7741,ghost,1,0,56,7741
7742,zombie,0,0,33,7742
7743,ghost,1,2,56,7743
7744,spider,4,4,64,7744
7745,spider,4,4,63,7745
7746,spider,4,4,64,7746
7747,goblin,3,2,11,7747
7748,dragon,4,4,100,7748
7749,spider,4,4,42,7749
7750,spider,4,4,72,7750
7751,goblin,1,2,21,7751
7752,goblin,2,2,15,7752
7753,goblin,3,2,29,7753
7754,spider,4,4,41,7754
7755,ghost,1,0,38,7755
7756,goblin,4,2,14,7756
7757,spider,4,4,75,7757
7758,dragon,2,4,97,7758
7759,spider,4,4,54,7759
7760,ghost,0,2,38,7760
7761,ghost,0,2,39,7761
7762,spider,4,4,52,7762
7763,spider,4,4,35,7763
7764,dragon,2,4,100,7764
7765,dragon,4,2,99,7765
7766,goblin,2,2,22,7766
7767,dragon,4,4,89,7767
7768,goblin,1,2,25,7768
7769,zombie,2,0,22,7769
7770,spider,4,4,49,7770
7771,zombie,2,1,16,7771
7772,dragon,4,4,83,7772
7773,zombie,1,0,18,7773
7774,zombie,2,1,22,7774
7775,ghost,0,2,44,7775
7776,spider,4,4,74,7776
7777,dragon,4,4,98,7777
7778,dragon,2,2,87,7778
7779,dragon,4,2,97,7779
7780,ghost,0,2,46,7780
7781,spider,4,4,62,7781
7782,dragon,2,4,83,7782
7783,spider,4,4,64,7783
7784,ghost,1,2,32,7784
7785,spider,4,4,72,7785
7786,spider,4,4,43,7786
7787,dragon,2,4,85,7787
7788,spider,4,4,43,7788
7789,dragon,4,2,86,7789
7790,spider,4,4,63,7790
7791,goblin,1,2,22,7791
7792,ghost,0,0,52,7792
7793,spider,4,4,48,7793
7794,spider,4,4,61,7794
7795,dragon,4,2,86,7795
7796,dragon,2,4,87,7796
7797,spider,4,4,73,7797
7798,ghost,2,2,41,7798
7799,zombie,0,2,11,7799
7800,dragon,2,4,98,7800
7801,zombie,2,0,22,7801
7802,zombie,1,1,39,7802
7803,ghost,2,0,53,7803
7804,spider,4,4,37,7804
7805,goblin,4,2,12,7805
7806,goblin,4,2,14,7806
7807,spider,4,4,54,7807
7808,zombie,2,0,24,7808
7809,spider,4,4,45,7809
7810,zombie,0,0,29,7810
7811,zombie,1,1,27,7811
7812,ghost,2,2,58,7812
7813,goblin,3,2,4,7813
7814,spider,4,4,41,7814
7815,goblin,3,2,10,7815
7816,zombie,2,1,22,7816
7817,dragon,2,4,99,7817
7818,zombie,2,2,15,7818
7819,goblin,4,2,12,7819
7820,zombie,1,1,36,7820
7821,spider,4,4,42,7821
7822,ghost,1,0,56,7822
7823,dragon,2,4,95,7823
7824,ghost,2,0,60,7824
7825,goblin,1,2,13,7825
7826,spider,4,4,75,7826
7827,spider,4,4,74,7827
7828,ghost,1,0,39,7828
7829,zombie,1,1,24,7829
7830,ghost,0,0,39,7830
7831,spider,4,4,72,7831
7832,goblin,1,2,11,7832
7833,dragon,2,2,81,7833
7834,spider,4,4,39,7834
7835,dragon,2,2,85,7835
7836,dragon,2,2,95,7836
7837,dragon,2,2,80,7837
7838,spider,4,4,67,7838
7839,dragon,4,4,95,7839
7840,zombie,1,0,38,7840
7841,spider,4,4,42,7841
7842,spider,4,4,75,7842
7843,ghost,0,0,46,7843
7844,zombie,1,1,30,7844
7845,zombie,2,0,17,7845
7846,spider,4,4,65,7846
7847,dragon,4,2,92,7847
7848,dragon,2,2,100,7848
7849,ghost,2,0,46,7849
7850,spider,4,4,48,7850
7851,spider,4,4,62,7851
7852,dragon,2,4,80,7852
7853,spider,4,4,67,7853
7854,zombie,0,2,36,7854
7855,spider,4,4,58,7855
7856,goblin,4,2,26,7856
7857,zombie,2,2,14,7857
7858,goblin,4,2,17,7858
7859,dragon,2,2,83,7859
7860,spider,4,4,69,7860
7861,goblin,1,2,23,7861
7862,goblin,1,2,1,7862
7863,spider,4,4,42,7863
7864,dragon,4,4,90,7864
7865,goblin,2,2,3,7865
7866,ghost,1,0,53,7866
7867,dragon,2,2,100,7867
7868,goblin,2,2,21,7868
7869,ghost,0,0,38,7869
7870,spider,4,4,66,7870
7871,ghost,0,0,30,7871
7872,goblin,3,2,24,7872
7873,ghost,0,0,47,7873
7874,ghost,0,0,42,7874
7875,goblin,2,2,0,7875
7876,dragon,2,2,81,7876
7877,spider,4,4,38,7877
7878,zombie,1,2,27,7878
7879,spider,4,4,43,7879
7880,zombie,1,1,40,7880
7881,dragon,4,4,93,7881
7882,dragon,4,2,82,7882
7883,goblin,2,2,13,7883
7884,spider,4,4,57,7884
7885,zombie,1,2,22,7885
7886,ghost,0,2,55,7886
7887,goblin,3,2,23,7887
7888,dragon,2,2,87,7888
7889,dragon,2,4,92,7889
7890,dragon,2,4,80,7890
7891,goblin,1,2,5,7891
7892,zombie,1,0,29,7892
7893,spider,4,4,49,7893
7894,dragon,2,4,90,7894
7895,zombie,0,2,32,7895
7896,dragon,4,2,85,7896
7897,goblin,2,2,25,7897
7898,goblin,2,2,25,7898
7899,spider,4,4,41,7899
7900,zombie,0,2,20,7900
7901,ghost,2,0,55,7901
7902,dragon,4,4,88,7902
7903,dragon,2,2,82,7903
7904,spider,4,4,40,7904
7905,zombie,0,1,20,7905
7906,ghost,1,0,59,7906
7907,zombie,2,2,26,7907
7908,goblin,2,2,12,7908
7909,zombie,0,0,16,7909
7910,goblin,3,2,17,7910
7911,spider,4,4,71,7911
7912,ghost,0,2,39,7912
7913,dragon,2,4,94,7913
7914,spider,4,4,72,7914
7915,ghost,2,0,52,7915
7916,goblin,2,2,4,7916
7917,zombie,1,0,31,7917
7918,ghost,2,0,59,7918
7919,zombie,1,0,35,7919
7920,goblin,2,2,28,7920
7921,ghost,0,2,36,7921
7922,ghost,1,2,36,7922
7923,goblin,3,2,10,7923
7924,zombie,2,0,36,7924
7925,goblin,2,2,16,7925
7926,spider,4,4,67,7926
7927,ghost,0,2,34,7927
7928,spider,4,4,52,7928
7929,goblin,1,2,7,7929
7930,goblin,2,2,15,7930
7931,spider,4,4,43,7931
7932,dragon,2,4,97,7932
7933,goblin,2,2,25,7933
7934,goblin,3,2,8,7934
7935,ghost,2,0,49,7935
7936,spider,4,4,64,7936
7937,spider,4,4,54,7937
7938,goblin,2,2,1,7938
7939,zombie,2,2,28,7939
7940,dragon,4,2,80,7940
7941,dragon,2,4,89,7941
7942,ghost,2,0,32,7942
7943,goblin,1,2,6,7943
7944,zombie,0,0,40,7944
7945,spider,4,4,54,7945
7946,zombie,2,0,27,7946
7947,ghost,0,0,58,7947
7948,spider,4,4,63,7948
7949,zombie,0,2,36,7949
7950,ghost,2,0,36,7950
7951,ghost,2,0,59,7951
7952,dragon,2,4,92,7952
7953,spider,4,4,49,7953
7954,goblin,4,2,2,7954
7955,ghost,0,0,45,7955
7956,zombie,0,2,12,7956
7957,dragon,4,4,92,7957
7958,zombie,1,1,31,7958
7959,goblin,3,2,10,7959
7960,spider,4,4,71,7960
7961,spider,4,4,37,7961
7962,ghost,0,2,54,7962
7963,zombie,1,2,33,7963
7964,zombie,2,1,32,7964
7965,dragon,2,2,87,7965
7966,dragon,4,2,86,7966
7967,dragon,4,2,81,7967
7968,zombie,0,0,33,7968
7969,ghost,0,2,60,7969
7970,ghost,1,0,36,7970
7971,spider,4,4,72,7971
7972,goblin,1,2,0,7972
7973,dragon,4,2,82,7973
7974,dragon,2,4,86,7974
7975,spider,4,4,71,7975
7976,ghost,1,2,51,7976
7977,dragon,2,4,81,7977
7978,spider,4,4,63,7978
7979,dragon,2,4,92,7979
7980,ghost,2,2,57,7980
7981,dragon,2,4,100,7981
7982,zombie,1,0,29,7982
7983,spider,4,4,65,7983
7984,spider,4,4,60,7984
7985,ghost,0,0,32,7985
7986,ghost,0,2,53,7986
7987,spider,4,4,43,7987
7988,dragon,4,4,91,7988
7989,spider,4,4,36,7989
7990,goblin,2,2,26,7990
7991,ghost,2,0,56,7991
7992,zombie,0,2,17,7992
7993,ghost,0,0,54,7993
7994,zombie,0,2,35,7994
7995,ghost,1,0,38,7995
7996,dragon,2,2,98,7996
7997,zombie,1,0,29,7997
7998,dragon,2,4,84,7998
7999,goblin,3,2,14,7999
8000,zombie,2,2,20,8000
8001,spider,4,4,75,8001
8002,dragon,2,2,82,8002
8003,goblin,3,2,24,8003
8004,dragon,4,2,100,8004
8005,spider,4,4,49,8005
8006,spider,4,4,71,8006
8007,zombie,1,0,12,8007
8008,spider,4,4,51,8008
8009,zombie,0,1,37,8009
8010,ghost,2,2,38,8010
8011,zombie,0,2,25,8011
8012,zombie,2,0,35,8012
8013,ghost,0,0,60,8013
8014,spider,4,4,57,8014
8015,zombie,2,1,28,8015
8016,goblin,2,2,18,8016
8017,zombie,1,2,13,8017
8018,zombie,0,0,28,8018
8019,ghost,0,2,59,8019
8020,goblin,1,2,18,8020
8021,ghost,1,2,41,8021
8022,dragon,4,4,95,8022
8023,goblin,1,2,8,8023
8024,goblin,3,2,12,8024
8025,ghost,2,2,48,8025
8026,goblin,4,2,26,8026
8027,goblin,2,2,20,8027
8028,goblin,1,2,8,8028
8029,spider,4,4,48,8029
8030,goblin,4,2,26,8030
8031,goblin,4,2,1,8031
8032,goblin,2,2,23,8032
8033,spider,4,4,73,8033
8034,spider,4,4,42,8034
8035,goblin,2,2,16,8035
8036,ghost,1,0,49,8036
8037,zombie,2,2,33,8037
8038,spider,4,4,47,8038
8039,zombie,2,2,36,8039
8040,spider,4,4,44,8040
8041,goblin,1,2,16,8041
8042,zombie,2,0,26,8042
8043,ghost,2,2,54,8043
8044,spider,4,4,40,8044
8045,spider,4,4,65,8045
8046,zombie,2,1,14,8046
8047,ghost,1,2,44,8047
8048,goblin,3,2,28,8048
8049,ghost,2,0,52,8049
8050,goblin,2,2,26,8050
8051,goblin,1,2,1,8051
8052,ghost,1,0,44,8052
8053,spider,4,4,56,8053
8054,ghost,0,0,40,8054
8055,spider,4,4,70,8055
8056,zombie,1,2,36,8056
8057,ghost,2,2,32,8057
8058,zombie,0,1,25,8058
8059,ghost,2,0,38,8059
8060,dragon,4,2,99,8060
8061,spider,4,4,73,8061
8062,dragon,4,4,86,8062
8063,goblin,1,2,13,8063
8064,dragon,4,4,90,8064
8065,goblin,1,2,3,8065
8066,ghost,2,2,51,8066
8067,ghost,2,0,52,8067
8068,goblin,1,2,7,8068
8069,goblin,2,2,6,8069
8070,zombie,2,2,22,8070
8071,zombie,0,2,14,8071
8072,goblin,3,2,6,8072
8073,goblin,2,2,16,8073
8074,ghost,0,2,46,8074
8075,zombie,2,0,37,8075
8076,ghost,1,0,59,8076
8077,ghost,0,2,30,8077
8078,dragon,4,2,85,8078
8079,dragon,4,4,91,8079
8080,spider,4,4,73,8080
8081,ghost,0,2,34,8081
8082,goblin,3,2,8,8082
8083,zombie,1,2,36,8083
8084,spider,4,4,37,8084
8085,spider,4,4,62,8085
8086,goblin,3,2,21,8086
8087,ghost,1,0,45,8087
8088,ghost,2,2,47,8088
8089,spider,4,4,48,8089
8090,ghost,0,2,54,8090
8091,spider,4,4,48,8091
8092,ghost,1,2,53,8092
8093,ghost,2,0,45,8093
8094,goblin,4,2,1,8094
8095,spider,4,4,48,8095
8096,zombie,0,1,14,8096
8097,goblin,3,2,15,8097
8098,spider,4,4,36,8098
8099,goblin,2,2,18,8099
8100,spider,4,4,54,8100
8101,zombie,2,1,21,8101
8102,dragon,4,2,89,8102
8103,goblin,3,2,4,8103
8104,zombie,1,0,24,8104
8105,zombie,0,1,14,8105
8106,zombie,0,2,31,8106
8107,spider,4,4,58,8107
8108,zombie,0,2,35,8108
8109,dragon,2,2,81,8109
8110,dragon,2,2,95,8110
8111,dragon,2,4,92,8111
8112,spider,4,4,62,8112
8113,zombie,2,1,16,8113
8114,dragon,4,4,87,8114
8115,spider,4,4,40,8115
8116,dragon,2,2,94,8116
8117,goblin,4,2,18,8117
8118,dragon,2,4,84,8118
8119,zombie,1,2,27,8119
8120,dragon,4,4,86,8120
8121,goblin,2,2,2,8121
8122,ghost,1,2,37,8122
8123,dragon,4,2,81,8123
8124,dragon,4,2,93,8124
8125,dragon,2,4,89,8125
8126,zombie,2,1,19,8126
8127,spider,4,4,35,8127
8128,spider,4,4,44,8128
8129,zombie,2,2,12,8129
8130,ghost,0,0,54,8130
8131,dragon,4,4,90,8131
8132,dragon,4,4,88,8132
8133,dragon,4,2,96,8133
8134,ghost,1,2,45,8134
8135,ghost,1,0,35,8135
8136,ghost,2,2,42,8136
8137,ghost,1,0,54,8137
8138,dragon,2,2,86,8138
8139,spider,4,4,35,8139
8140,goblin,3,2,2,8140
8141,dragon,4,2,83,8141
8142,spider,4,4,75,8142
8143,dragon,2,4,100,8143
8144,spider,4,4,55,8144
8145,dragon,2,2,90,8145
8146,ghost,2,2,32,8146
8147,ghost,2,0,37,8147
8148,dragon,4,2,100,8148
8149,zombie,1,2,28,8149
8150,ghost,0,0,53,8150
8151,spider,4,4,56,8151
8152,goblin,2,2,2,8152
8153,ghost,0,0,47,8153
8154,ghost,2,0,33,8154
8155,zombie,2,2,23,8155
8156,goblin,4,2,21,8156
8157,goblin,3,2,9,8157
8158,goblin,1,2,5,8158
8159,goblin,3,2,2,8159
8160,ghost,1,0,33,8160
8161,ghost,0,0,60,8161
8162,ghost,2,0,52,8162
8163,ghost,0,0,54,8163
8164,goblin,3,2,11,8164
8165,zombie,0,2,40,8165
8166,goblin,3,2,14,8166
8167,ghost,1,0,47,8167
8168,dragon,2,4,81,8168
8169,spider,4,4,35,8169
8170,spider,4,4,48,8170
8171,goblin,4,2,7,8171
8172,dragon,2,2,88,8172
8173,spider,4,4,57,8173
8174,ghost,1,2,55,8174
8175,zombie,0,1,37,8175
8176,ghost,0,2,34,8176
8177,zombie,0,0,11,8177
8178,ghost,1,2,40,8178
8179,spider,4,4,38,8179
8180,spider,4,4,37,8180
8181,spider,4,4,43,8181
8182,dragon,4,4,96,8182
8183,dragon,2,2,98,8183
8184,zombie,2,1,15,8184
8185,zombie,0,0,30,8185
8186,zombie,0,2,14,8186
8187,zombie,2,0,14,8187
8188,ghost,1,2,53,8188
8189,dragon,4,4,82,8189
8190,ghost,2,0,43,8190
8191,zombie,0,0,18,8191
8192,spider,4,4,64,8192
8193,dragon,4,2,83,8193
8194,ghost,2,0,43,8194
8195,ghost,0,0,49,8195
8196,ghost,1,0,46,8196
8197,spider,4,4,61,8197
8198,goblin,1,2,24,8198
8199,zombie,2,0,28,8199
8200,dragon,4,4,85,8200
8201,dragon,4,4,94,8201
8202,spider,4,4,71,8202
8203,ghost,2,2,46,8203
8204,goblin,3,2,17,8204
8205,goblin,3,2,6,8205
8206,ghost,2,2,49,8206
8207,ghost,2,0,33,8207
8208,dragon,4,4,83,8208
8209,goblin,3,2,5,8209
8210,spider,4,4,70,8210
8211,ghost,1,0,50,8211
8212,goblin,1,2,18,8212
8213,spider,4,4,48,8213
8214,spider,4,4,63,8214
8215,goblin,1,2,22,8215
8216,spider,4,4,63,8216
8217,goblin,1,2,12,8217
8218,spider,4,4,51,8218
8219,ghost,1,0,47,8219
8220,spider,4,4,47,8220
8221,spider,4,4,50,8221
8222,dragon,2,4,94,8222
8223,dragon,2,2,91,8223
8224,dragon,2,4,91,8224
8225,spider,4,4,36,8225
8226,goblin,3,2,26,8226
8227,ghost,1,0,52,8227
8228,ghost,2,2,31,8228
8229,spider,4,4,35,8229
8230,dragon,4,2,87,8230
8231,spider,4,4,42,8231
8232,spider,4,4,46,8232
8233,ghost,2,2,39,8233
8234,dragon,4,2,99,8234
8235,zombie,0,0,38,8235
8236,zombie,2,2,29,8236
8237,zombie,0,1,34,8237
8238,goblin,2,2,16,8238
8239,dragon,2,2,95,8239
8240,ghost,2,2,36,8240
8241,goblin,3,2,21,8241
8242,dragon,2,2,96,8242
8243,zombie,2,0,20,8243
8244,zombie,2,1,20,8244
8245,goblin,3,2,23,8245
8246,goblin,3,2,25,8246
8247,spider,4,4,57,8247
8248,spider,4,4,75,8248
8249,zombie,0,0,14,8249
8250,zombie,2,2,39,8250
8251,spider,4,4,35,8251
8252,dragon,2,2,86,8252
8253,goblin,2,2,24,8253
8254,spider,4,4,62,8254
8255,dragon,4,4,97,8255
8256,spider,4,4,49,8256
8257,zombie,0,2,25,8257
8258,zombie,0,1,23,8258
8259,goblin,4,2,0,8259
8260,zombie,2,0,12,8260
8261,dragon,2,4,94,8261
8262,goblin,3,2,7,8262
8263,goblin,1,2,26,8263
8264,goblin,3,2,12,8264
8265,goblin,1,2,25,8265
8266,goblin,1,2,7,8266
8267,dragon,2,4,90,8267
8268,dragon,4,2,98,8268
8269,dragon,4,4,85,8269
8270,zombie,1,0,11,8270
8271,zombie,1,0,35,8271
8272,ghost,2,2,38,8272
8273,spider,4,4,69,8273
8274,dragon,4,4,91,8274
8275,ghost,2,2,30,8275
8276,ghost,2,0,54,8276
8277,goblin,2,2,16,8277
8278,goblin,3,2,26,8278
8279,goblin,2,2,15,8279
8280,dragon,4,2,88,8280
8281,dragon,4,4,90,8281
8282,goblin,3,2,19,8282
8283,zombie,1,0,33,8283
8284,zombie,2,2,31,8284
8285,dragon,2,2,87,8285
8286,zombie,1,1,12,8286
8287,spider,4,4,62,8287
8288,zombie,0,0,30,8288
8289,spider,4,4,67,8289
8290,goblin,3,2,13,8290
8291,goblin,1,2,27,8291
8292,zombie,0,0,35,8292
8293,spider,4,4,51,8293
8294,spider,4,4,73,8294
8295,spider,4,4,38,8295
8296,spider,4,4,43,8296
8297,dragon,4,2,94,8297
8298,zombie,2,2,23,8298
8299,ghost,2,0,60,8299
8300,goblin,1,2,10,8300
8301,zombie,2,0,22,8301
8302,dragon,4,4,84,8302
8303,ghost,1,0,44,8303
8304,spider,4,4,75,8304
8305,ghost,0,2,40,8305
8306,dragon,4,4,86,8306
8307,zombie,0,2,23,8307
8308,dragon,2,4,91,8308
8309,ghost,2,0,39,8309
8310,zombie,1,1,35,8310
8311,spider,4,4,37,8311
8312,goblin,2,2,9,8312
8313,spider,4,4,62,8313
8314,zombie,2,2,36,8314
8315,ghost,1,2,50,8315
8316,zombie,2,2,12,8316
8317,dragon,4,2,96,8317
8318,spider,4,4,71,8318
8319,spider,4,4,37,8319
8320,dragon,4,2,81,8320
8321,ghost,1,2,34,8321
8322,zombie,2,2,18,8322
8323,goblin,4,2,4,8323
8324,dragon,2,2,87,8324
8325,ghost,2,2,44,8325
8326,zombie,2,0,15,8326
8327,ghost,1,2,45,8327
8328,goblin,1,2,29,8328
8329,goblin,2,2,16,8329
