cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID
yes,annual,42,2,30,engineering manager,no,8749
no,monthly,58,13,136,developer,yes,8750
no,monthly,24,7,293,engineering manager,yes,8751
yes,monthly,55,6,85,marketer,yes,8752
no,monthly,87,9,451,product manager,yes,8753
yes,monthly,92,3,380,developer,no,8754
yes,annual,93,1,62,sales,no,8755
no,annual,64,19,1076,product manager,yes,8756
no,monthly,119,15,49,engineering manager,no,8757
no,monthly,11,1,79,product manager,no,8758
no,annual,39,17,1173,product manager,no,8759
no,annual,74,18,525,engineering manager,no,8760
no,monthly,94,20,948,product manager,yes,8761
no,annual,82,6,746,developer,yes,8762
no,annual,94,11,869,product manager,no,8763
no,annual,44,11,1043,engineering manager,no,8764
no,monthly,9,13,650,engineering manager,yes,8765
no,monthly,146,16,953,product manager,yes,8766
no,monthly,26,10,668,product manager,no,8767
no,monthly,118,14,1134,developer,no,8768
yes,monthly,98,9,929,engineering manager,no,8769
no,annual,91,6,1155,engineering manager,no,8770
no,monthly,24,18,258,product manager,yes,8771
yes,monthly,89,12,1111,product manager,yes,8772
yes,annual,64,7,436,engineering manager,yes,8773
yes,monthly,87,4,1182,marketer,no,8774
no,annual,110,16,1123,developer,yes,8775
yes,monthly,45,7,1086,designer,yes,8776
no,monthly,125,3,294,product manager,no,8777
no,monthly,77,6,76,developer,no,8778
no,annual,139,8,438,engineering manager,yes,8779
no,annual,129,0,570,product manager,no,8780
no,monthly,88,14,186,developer,no,8781
no,annual,44,7,785,developer,yes,8782
no,monthly,59,6,654,product manager,no,8783
no,monthly,109,2,99,engineering manager,yes,8784
no,annual,65,18,49,developer,yes,8785
no,monthly,67,18,550,product manager,no,8786
yes,monthly,18,1,826,developer,no,8787
no,monthly,129,4,636,engineering manager,yes,8788
no,monthly,146,19,893,engineering manager,yes,8789
yes,monthly,68,11,409,developer,no,8790
yes,monthly,39,5,514,designer,no,8791
no,monthly,8,18,689,engineering manager,yes,8792
yes,monthly,38,4,1045,marketer,yes,8793
no,annual,29,4,1038,engineering manager,no,8794
no,annual,116,1,717,engineering manager,yes,8795
no,annual,9,14,635,engineering manager,no,8796
no,monthly,4,19,691,product manager,yes,8797
yes,monthly,59,0,715,sales,yes,8798
no,monthly,52,18,791,developer,yes,8799
no,monthly,16,18,961,engineering manager,no,8800
no,monthly,120,7,276,engineering manager,no,8801
no,annual,18,9,1141,developer,yes,8802
no,monthly,66,5,948,engineering manager,yes,8803
no,annual,123,7,504,engineering manager,no,8804
no,monthly,122,18,222,product manager,no,8805
no,monthly,18,4,106,product manager,no,8806
yes,monthly,29,8,432,product manager,no,8807
no,monthly,68,3,367,product manager,no,8808
no,annual,101,9,857,product manager,no,8809
no,monthly,36,4,660,engineering manager,no,8810
no,monthly,93,12,604,product manager,no,8811
no,annual,131,12,603,engineering manager,yes,8812
yes,monthly,67,4,31,designer,no,8813
yes,monthly,16,11,992,designer,no,8814
yes,monthly,8,12,113,designer,yes,8815
yes,annual,28,11,138,designer,no,8816
yes,annual,30,3,317,engineering manager,no,8817
no,monthly,90,6,1055,product manager,yes,8818
no,annual,118,7,186,engineering manager,no,8819
no,monthly,7,17,1017,engineering manager,no,8820
yes,monthly,48,8,369,developer,yes,8821
no,annual,91,6,520,developer,no,8822
no,monthly,96,10,197,engineering manager,no,8823
yes,monthly,84,2,248,sales,yes,8824
yes,monthly,58,11,509,sales,yes,8825
no,monthly,149,11,563,product manager,no,8826
no,monthly,34,17,1068,product manager,no,8827
no,monthly,7,10,419,product manager,no,8828
yes,monthly,76,4,834,designer,no,8829
yes,monthly,21,11,518,developer,no,8830
no,monthly,109,12,471,engineering manager,no,8831
no,monthly,81,19,1113,engineering manager,yes,8832
no,monthly,52,14,478,developer,no,8833
no,monthly,113,3,575,product manager,yes,8834
no,annual,84,14,660,product manager,yes,8835
no,monthly,54,2,569,product manager,yes,8836
no,monthly,39,15,357,product manager,yes,8837
no,monthly,138,11,532,product manager,yes,8838
yes,monthly,14,1,671,designer,yes,8839
no,monthly,44,6,915,engineering manager,yes,8840
yes,monthly,77,1,1034,sales,yes,8841
no,monthly,96,0,405,developer,yes,8842
no,annual,116,12,874,engineering manager,no,8843
no,monthly,6,1,983,engineering manager,no,8844
yes,monthly,22,12,685,designer,no,8845
no,monthly,128,4,1001,product manager,no,8846
no,monthly,126,9,1068,developer,no,8847
no,annual,141,16,552,developer,no,8848
no,monthly,54,2,619,developer,no,8849
no,monthly,32,10,978,developer,yes,8850
yes,monthly,65,12,639,engineering manager,yes,8851
yes,monthly,28,5,1028,engineering manager,yes,8852
yes,annual,68,9,8,designer,no,8853
no,annual,15,15,1069,engineering manager,no,8854
no,annual,89,6,770,developer,yes,8855
no,monthly,145,13,1036,engineering manager,no,8856
no,monthly,92,6,18,engineering manager,no,8857
yes,monthly,63,9,843,developer,yes,8858
no,monthly,36,2,320,developer,yes,8859
no,monthly,116,17,534,developer,no,8860
yes,monthly,10,5,1026,product manager,yes,8861
no,monthly,8,1,473,engineering manager,yes,8862
no,monthly,144,1,36,product manager,no,8863
no,monthly,33,11,529,developer,no,8864
no,monthly,94,6,655,developer,yes,8865
no,monthly,66,17,1052,developer,no,8866
no,annual,146,5,960,developer,no,8867
no,monthly,48,18,197,developer,no,8868
no,monthly,87,10,188,engineering manager,yes,8869
no,monthly,114,3,576,engineering manager,yes,8870
no,annual,24,13,77,engineering manager,no,8871
no,annual,36,7,158,engineering manager,no,8872
yes,monthly,15,8,384,engineering manager,no,8873
yes,monthly,26,9,607,engineering manager,no,8874
no,monthly,110,13,393,product manager,yes,8875
no,monthly,0,9,886,developer,no,8876
yes,monthly,52,8,982,developer,no,8877
yes,monthly,65,4,550,developer,no,8878
yes,monthly,71,8,58,designer,no,8879
yes,annual,27,10,233,sales,no,8880
no,monthly,83,1,136,developer,no,8881
no,annual,108,4,222,developer,no,8882
no,monthly,70,10,806,developer,yes,8883
no,monthly,20,0,1118,engineering manager,yes,8884
no,monthly,56,8,75,developer,no,8885
yes,annual,76,9,930,sales,yes,8886
no,annual,84,17,742,product manager,no,8887
no,monthly,117,2,880,engineering manager,no,8888
no,monthly,67,6,686,engineering manager,no,8889
no,annual,48,10,757,product manager,no,8890
no,monthly,36,10,1018,developer,yes,8891
no,monthly,7,18,987,engineering manager,no,8892
yes,monthly,32,9,791,product manager,yes,8893
no,monthly,8,2,771,engineering manager,no,8894
no,monthly,44,10,501,developer,no,8895
no,monthly,77,15,1083,product manager,no,8896
no,monthly,7,16,896,developer,no,8897
no,monthly,83,15,463,developer,no,8898
no,monthly,49,10,514,engineering manager,yes,8899
no,annual,147,13,978,developer,yes,8900
no,monthly,44,16,850,engineering manager,no,8901
yes,annual,46,11,1012,marketer,no,8902
no,monthly,124,7,148,engineering manager,yes,8903
no,monthly,38,10,543,product manager,no,8904
yes,monthly,20,3,917,sales,yes,8905
yes,monthly,8,12,1099,product manager,no,8906
no,annual,128,15,386,engineering manager,no,8907
no,monthly,24,1,679,product manager,yes,8908
no,monthly,34,6,274,engineering manager,yes,8909
no,annual,129,19,1039,product manager,yes,8910
no,monthly,78,4,481,engineering manager,yes,8911
yes,annual,93,0,1166,marketer,no,8912
no,annual,137,19,69,product manager,no,8913
yes,annual,42,12,530,product manager,no,8914
no,monthly,139,19,1133,developer,no,8915
no,annual,131,3,223,developer,yes,8916
yes,monthly,70,10,690,developer,no,8917
no,monthly,99,17,405,engineering manager,no,8918
yes,monthly,56,3,660,marketer,no,8919
no,monthly,67,16,884,engineering manager,no,8920
no,monthly,23,17,1151,product manager,no,8921
no,annual,23,13,46,developer,yes,8922
yes,annual,26,8,1035,designer,no,8923
yes,monthly,77,10,812,sales,yes,8924
no,monthly,49,8,675,product manager,no,8925
no,monthly,137,10,985,engineering manager,no,8926
no,monthly,128,3,208,developer,yes,8927
no,monthly,100,1,260,developer,no,8928
no,monthly,36,2,10,developer,no,8929
yes,monthly,93,10,922,engineering manager,yes,8930
no,monthly,113,5,837,developer,yes,8931
no,annual,133,11,630,product manager,yes,8932
no,monthly,94,12,1134,developer,no,8933
no,monthly,117,3,788,developer,no,8934
yes,annual,65,1,1061,engineering manager,no,8935
yes,monthly,56,10,262,product manager,no,8936
yes,monthly,51,6,926,developer,no,8937
no,monthly,96,14,392,engineering manager,no,8938
yes,monthly,69,12,876,designer,no,8939
yes,annual,80,3,147,product manager,no,8940
yes,monthly,91,8,526,designer,no,8941
no,monthly,82,14,252,engineering manager,no,8942
no,monthly,37,20,97,engineering manager,yes,8943
no,monthly,112,17,319,product manager,no,8944
yes,monthly,83,3,165,sales,no,8945
no,monthly,94,14,236,engineering manager,no,8946
no,annual,107,13,412,product manager,no,8947
no,monthly,128,12,607,engineering manager,yes,8948
no,monthly,12,12,681,engineering manager,yes,8949
no,monthly,124,13,793,product manager,no,8950
yes,annual,24,6,616,marketer,no,8951
yes,annual,81,9,571,sales,no,8952
no,monthly,132,1,153,engineering manager,no,8953
no,monthly,54,5,774,engineering manager,no,8954
yes,monthly,63,1,603,designer,no,8955
no,monthly,55,5,745,engineering manager,no,8956
no,monthly,138,4,1092,engineering manager,yes,8957
yes,monthly,3,12,309,engineering manager,no,8958
no,monthly,60,12,393,product manager,yes,8959
no,annual,118,15,610,product manager,no,8960
no,monthly,85,18,538,engineering manager,yes,8961
no,monthly,72,14,947,developer,no,8962
yes,monthly,18,11,216,engineering manager,yes,8963
yes,annual,49,6,123,engineering manager,no,8964
no,monthly,69,11,504,engineering manager,no,8965
yes,annual,60,4,1039,designer,no,8966
no,monthly,12,1,425,developer,no,8967
yes,annual,34,4,849,engineering manager,no,8968
no,monthly,72,2,755,engineering manager,no,8969
no,monthly,119,11,763,product manager,yes,8970
no,annual,2,3,804,developer,yes,8971
no,annual,124,12,901,product manager,yes,8972
no,monthly,10,10,136,engineering manager,no,8973
no,annual,116,5,1127,product manager,no,8974
no,monthly,57,10,715,product manager,no,8975
no,monthly,61,5,1075,engineering manager,yes,8976
yes,monthly,35,0,1055,engineering manager,no,8977
no,monthly,46,10,1115,engineering manager,no,8978
no,annual,124,4,917,engineering manager,no,8979
no,annual,55,8,596,engineering manager,no,8980
no,monthly,15,4,1128,developer,no,8981
no,monthly,108,16,480,engineering manager,no,8982
no,monthly,70,7,906,engineering manager,no,8983
no,annual,58,9,769,product manager,no,8984
no,monthly,134,16,810,developer,yes,8985
no,annual,102,0,809,developer,no,8986
yes,monthly,60,6,1174,developer,yes,8987
no,monthly,139,13,416,developer,yes,8988
yes,annual,48,11,256,sales,yes,8989
yes,annual,55,3,446,sales,no,8990
no,annual,136,7,1075,product manager,no,8991
yes,monthly,22,3,549,designer,yes,8992
no,monthly,143,14,690,product manager,no,8993
yes,monthly,60,12,1129,product manager,no,8994
no,monthly,130,0,499,developer,no,8995
no,annual,94,1,59,developer,no,8996
yes,annual,65,5,1107,marketer,yes,8997
no,monthly,133,16,197,engineering manager,yes,8998
no,monthly,136,17,144,product manager,yes,8999
no,monthly,25,8,3,developer,no,9000
yes,monthly,34,7,157,developer,no,9001
no,monthly,16,6,224,product manager,no,9002
yes,monthly,85,3,857,designer,no,9003
yes,monthly,5,8,10,sales,yes,9004
no,annual,59,7,297,product manager,yes,9005
yes,monthly,99,10,713,sales,no,9006
no,monthly,148,16,565,developer,no,9007
yes,annual,8,4,300,designer,yes,9008
no,annual,14,19,261,developer,no,9009
no,annual,139,20,904,engineering manager,yes,9010
no,monthly,129,7,571,product manager,yes,9011
no,monthly,139,13,443,product manager,no,9012
no,monthly,75,15,27,developer,no,9013
no,monthly,123,6,546,product manager,no,9014
yes,monthly,90,1,222,developer,no,9015
no,monthly,86,15,1046,developer,no,9016
no,monthly,137,1,265,product manager,yes,9017
no,annual,89,16,594,developer,yes,9018
yes,annual,80,4,112,engineering manager,yes,9019
no,annual,31,3,365,product manager,no,9020
no,annual,63,0,304,product manager,yes,9021
no,monthly,116,15,193,developer,yes,9022
no,monthly,49,2,499,product manager,no,9023
no,monthly,98,3,548,engineering manager,no,9024
no,annual,122,19,962,product manager,no,9025
no,monthly,5,7,617,product manager,yes,9026
no,annual,107,11,1033,product manager,no,9027
no,monthly,0,10,334,product manager,no,9028
no,annual,121,9,440,product manager,no,9029
no,annual,132,12,9,engineering manager,no,9030
no,annual,109,13,101,developer,no,9031
no,monthly,65,16,130,engineering manager,no,9032
no,monthly,40,13,213,developer,no,9033
no,annual,88,0,599,developer,no,9034
no,monthly,126,3,115,product manager,yes,9035
yes,annual,95,7,721,product manager,no,9036
no,monthly,106,6,490,developer,no,9037
no,monthly,95,9,1027,engineering manager,no,9038
no,monthly,88,14,845,engineering manager,yes,9039
no,monthly,68,0,229,developer,yes,9040
no,monthly,36,4,86,engineering manager,no,9041
yes,annual,79,2,755,developer,no,9042
no,annual,120,11,1014,developer,no,9043
no,annual,103,14,1100,product manager,yes,9044
no,monthly,78,20,428,developer,yes,9045
no,monthly,32,13,168,product manager,yes,9046
no,annual,94,9,615,developer,yes,9047
no,monthly,83,10,105,engineering manager,yes,9048
no,monthly,17,7,303,engineering manager,yes,9049
no,monthly,7,2,29,engineering manager,no,9050
no,monthly,67,17,214,engineering manager,yes,9051
no,monthly,37,15,229,product manager,no,9052
no,monthly,6,7,71,developer,yes,9053
no,monthly,103,0,338,product manager,no,9054
no,annual,53,15,1136,developer,no,9055
no,monthly,146,11,292,product manager,yes,9056
yes,monthly,47,6,346,developer,yes,9057
no,monthly,119,15,569,product manager,no,9058
no,monthly,96,4,936,engineering manager,yes,9059
no,monthly,66,19,183,product manager,no,9060
yes,monthly,36,11,863,sales,yes,9061
no,monthly,136,12,790,developer,no,9062
yes,annual,89,0,561,engineering manager,no,9063
no,monthly,93,20,845,engineering manager,yes,9064
yes,monthly,23,2,566,engineering manager,no,9065
no,annual,46,18,814,product manager,no,9066
no,monthly,9,13,1159,engineering manager,no,9067
no,annual,48,19,912,developer,no,9068
no,annual,45,15,511,product manager,no,9069
no,monthly,120,12,657,product manager,yes,9070
no,monthly,24,17,1143,developer,yes,9071
yes,annual,42,1,907,engineering manager,no,9072
no,annual,133,9,105,product manager,yes,9073
no,annual,79,14,413,engineering manager,no,9074
no,annual,13,9,257,engineering manager,yes,9075
yes,monthly,45,1,291,marketer,yes,9076
no,monthly,67,0,340,engineering manager,no,9077
no,annual,132,3,621,engineering manager,no,9078
no,monthly,30,20,353,product manager,no,9079
yes,monthly,6,12,475,sales,no,9080
no,monthly,139,6,1068,developer,yes,9081
yes,monthly,57,4,444,product manager,yes,9082
yes,monthly,71,11,512,marketer,no,9083
no,annual,64,7,842,product manager,no,9084
no,monthly,146,6,726,developer,yes,9085
no,annual,103,17,118,product manager,no,9086
no,annual,58,13,323,product manager,yes,9087
no,annual,21,1,223,engineering manager,no,9088
no,annual,81,0,511,product manager,no,9089
yes,monthly,1,2,196,sales,yes,9090
no,monthly,109,8,1086,product manager,yes,9091
no,monthly,92,3,715,engineering manager,yes,9092
no,annual,44,20,197,engineering manager,yes,9093
no,monthly,134,7,55,product manager,no,9094
no,monthly,27,14,753,engineering manager,no,9095
yes,monthly,20,0,673,designer,yes,9096
no,annual,91,8,93,engineering manager,no,9097
no,monthly,15,5,81,engineering manager,yes,9098
no,monthly,112,20,573,engineering manager,yes,9099
yes,annual,67,0,379,marketer,no,9100
yes,monthly,51,9,1152,developer,yes,9101
no,monthly,63,12,139,developer,yes,9102
no,monthly,41,15,624,product manager,no,9103
no,monthly,16,11,442,product manager,yes,9104
no,monthly,43,15,622,product manager,yes,9105
no,monthly,29,20,337,developer,no,9106
no,monthly,27,0,716,developer,no,9107
no,monthly,120,0,1085,engineering manager,yes,9108
yes,monthly,1,3,830,engineering manager,no,9109
no,monthly,109,12,464,developer,no,9110
no,monthly,115,17,80,developer,yes,9111
no,monthly,100,0,978,developer,yes,9112
no,annual,88,0,89,developer,yes,9113
no,annual,23,15,290,product manager,yes,9114
no,annual,53,7,631,developer,no,9115
yes,monthly,94,6,941,sales,no,9116
yes,annual,87,1,1152,developer,yes,9117
yes,monthly,63,2,709,marketer,yes,9118
no,monthly,34,9,1076,engineering manager,yes,9119
yes,monthly,57,2,21,engineering manager,no,9120
yes,monthly,62,3,785,sales,no,9121
no,monthly,18,20,268,engineering manager,no,9122
no,monthly,13,5,216,product manager,yes,9123
yes,monthly,4,0,166,designer,yes,9124
yes,monthly,12,8,1058,designer,yes,9125
yes,monthly,56,6,151,engineering manager,no,9126
yes,annual,0,5,116,product manager,yes,9127
no,annual,64,4,802,product manager,no,9128
no,monthly,19,1,1128,product manager,yes,9129
yes,monthly,7,4,258,developer,no,9130
no,monthly,57,9,618,developer,no,9131
yes,monthly,59,5,444,marketer,yes,9132
no,annual,54,8,522,developer,no,9133
no,monthly,85,3,797,engineering manager,no,9134
no,annual,138,8,333,engineering manager,no,9135
yes,annual,0,11,1179,marketer,no,9136
no,monthly,119,6,538,product manager,no,9137
no,monthly,114,3,295,engineering manager,no,9138
no,annual,132,19,1041,developer,no,9139
no,monthly,4,5,912,developer,yes,9140
yes,monthly,44,10,862,product manager,yes,9141
yes,monthly,13,3,301,developer,yes,9142
no,monthly,4,5,811,engineering manager,no,9143
yes,monthly,58,9,1116,engineering manager,no,9144
no,annual,129,6,943,developer,no,9145
no,annual,8,12,1153,product manager,yes,9146
no,monthly,117,4,761,developer,yes,9147
no,monthly,149,20,430,engineering manager,yes,9148
no,monthly,142,12,236,engineering manager,no,9149
no,monthly,96,19,1,developer,yes,9150
no,annual,56,10,399,product manager,yes,9151
yes,monthly,55,4,557,sales,no,9152
yes,monthly,45,10,119,product manager,yes,9153
no,monthly,123,16,29,developer,no,9154
no,annual,27,15,920,engineering manager,no,9155
yes,monthly,34,1,286,designer,no,9156
yes,annual,6,6,882,designer,no,9157
yes,annual,98,11,715,sales,no,9158
no,monthly,130,12,275,engineering manager,no,9159
no,monthly,3,1,562,product manager,no,9160
no,monthly,138,3,887,engineering manager,yes,9161
no,monthly,62,8,124,product manager,no,9162
no,annual,145,14,405,product manager,yes,9163
yes,monthly,69,6,1167,developer,yes,9164
no,annual,143,2,82,product manager,no,9165
no,monthly,145,7,285,product manager,no,9166
yes,monthly,71,4,716,marketer,no,9167
yes,monthly,79,12,815,sales,no,9168
no,monthly,3,1,44,engineering manager,yes,9169
no,monthly,112,17,531,developer,no,9170
yes,monthly,37,11,900,engineering manager,yes,9171
no,monthly,143,20,665,engineering manager,no,9172
no,monthly,108,9,33,product manager,no,9173
no,monthly,95,18,931,product manager,no,9174
no,monthly,114,13,1060,product manager,no,9175
yes,monthly,52,6,572,marketer,yes,9176
no,monthly,2,3,492,product manager,no,9177
no,monthly,129,20,43,developer,yes,9178
yes,monthly,44,10,906,engineering manager,yes,9179
yes,monthly,56,8,896,engineering manager,yes,9180
yes,monthly,40,6,951,developer,no,9181
no,annual,149,5,1193,developer,yes,9182
no,monthly,45,17,758,engineering manager,no,9183
no,monthly,134,6,704,developer,no,9184
yes,monthly,5,10,230,sales,no,9185
no,monthly,17,13,191,developer,no,9186
no,monthly,2,13,166,developer,no,9187
no,annual,122,15,1152,developer,no,9188
yes,monthly,76,12,1160,designer,yes,9189
yes,monthly,83,1,464,engineering manager,yes,9190
yes,annual,74,11,538,developer,yes,9191
no,annual,23,16,453,product manager,no,9192
no,monthly,80,1,1156,engineering manager,yes,9193
yes,monthly,36,11,971,engineering manager,no,9194
no,annual,77,5,319,product manager,no,9195
yes,annual,4,10,776,developer,yes,9196
no,monthly,9,11,670,developer,no,9197
no,annual,83,0,770,developer,no,9198
no,monthly,148,15,810,engineering manager,no,9199
no,monthly,27,8,1192,product manager,no,9200
no,monthly,89,14,384,developer,no,9201
yes,monthly,14,8,43,sales,yes,9202
yes,annual,92,1,808,designer,no,9203
no,annual,62,0,709,product manager,no,9204
no,annual,54,16,661,developer,no,9205
yes,monthly,82,10,107,marketer,no,9206
yes,monthly,24,8,701,product manager,yes,9207
no,monthly,49,11,459,engineering manager,no,9208
no,monthly,25,14,720,engineering manager,no,9209
no,annual,34,0,24,engineering manager,yes,9210
no,monthly,116,4,672,engineering manager,yes,9211
yes,monthly,91,12,1093,designer,no,9212
no,monthly,44,19,857,engineering manager,no,9213
yes,annual,34,2,242,marketer,yes,9214
no,annual,143,14,255,engineering manager,yes,9215
yes,monthly,54,10,916,product manager,no,9216
no,monthly,41,5,438,developer,no,9217
yes,monthly,36,1,1028,sales,no,9218
no,annual,55,20,1153,product manager,no,9219
yes,monthly,33,9,625,developer,yes,9220
no,monthly,111,20,814,developer,no,9221
no,monthly,87,12,40,developer,no,9222
yes,monthly,64,2,574,marketer,yes,9223
no,monthly,71,12,108,product manager,no,9224
no,monthly,128,15,1005,developer,no,9225
no,monthly,53,2,1133,engineering manager,yes,9226
no,monthly,94,1,508,product manager,yes,9227
yes,annual,45,9,212,designer,yes,9228
yes,annual,92,2,232,sales,yes,9229
no,monthly,79,9,1082,product manager,no,9230
yes,monthly,59,11,514,engineering manager,no,9231
no,monthly,126,2,1188,developer,yes,9232
no,monthly,27,3,58,engineering manager,yes,9233
no,annual,102,8,629,product manager,yes,9234
no,monthly,39,1,422,engineering manager,yes,9235
no,monthly,99,8,407,product manager,no,9236
no,monthly,109,17,719,engineering manager,no,9237
no,annual,27,10,771,developer,no,9238
yes,monthly,79,2,486,designer,yes,9239
no,annual,147,20,1173,product manager,yes,9240
no,monthly,112,20,817,developer,no,9241
no,annual,58,7,365,engineering manager,no,9242
yes,monthly,90,10,357,sales,no,9243
yes,monthly,35,12,72,sales,no,9244
no,annual,135,9,779,product manager,yes,9245
no,annual,113,17,1046,developer,no,9246
no,monthly,16,4,228,developer,yes,9247
no,monthly,12,16,217,developer,no,9248
no,monthly,82,17,1038,engineering manager,no,9249
no,monthly,101,1,220,product manager,no,9250
yes,annual,93,1,307,engineering manager,no,9251
no,monthly,37,2,1039,engineering manager,no,9252
no,monthly,13,1,128,engineering manager,no,9253
no,monthly,125,6,1037,product manager,yes,9254
no,monthly,29,11,247,engineering manager,no,9255
no,annual,2,9,1000,engineering manager,no,9256
yes,monthly,85,8,434,marketer,yes,9257
yes,annual,22,0,58,product manager,yes,9258
yes,annual,87,7,530,product manager,no,9259
yes,monthly,63,6,148,developer,yes,9260
no,monthly,20,18,268,product manager,no,9261
no,monthly,141,14,317,engineering manager,yes,9262
yes,monthly,1,7,602,sales,no,9263
no,annual,74,17,273,developer,no,9264
no,monthly,41,12,389,engineering manager,no,9265
yes,monthly,25,3,1002,marketer,no,9266
yes,monthly,30,9,1150,sales,no,9267
yes,monthly,77,12,377,designer,no,9268
no,monthly,95,18,1003,engineering manager,no,9269
no,monthly,83,2,33,engineering manager,no,9270
no,monthly,52,9,1089,developer,no,9271
no,monthly,7,15,812,engineering manager,yes,9272
no,annual,137,18,485,developer,no,9273
no,monthly,59,14,821,product manager,yes,9274
yes,annual,30,11,537,product manager,no,9275
no,monthly,75,12,913,engineering manager,yes,9276
no,monthly,132,1,962,developer,no,9277
yes,monthly,45,12,257,sales,yes,9278
no,monthly,0,0,383,engineering manager,no,9279
no,monthly,43,7,903,developer,no,9280
no,monthly,82,6,106,engineering manager,yes,9281
yes,monthly,25,1,746,designer,yes,9282
no,monthly,117,20,127,product manager,no,9283
no,monthly,55,16,646,developer,no,9284
no,annual,20,7,1044,engineering manager,no,9285
no,annual,54,16,212,developer,no,9286
no,monthly,133,14,1049,engineering manager,no,9287
no,monthly,109,19,668,developer,no,9288
no,monthly,15,17,47,engineering manager,yes,9289
no,monthly,58,20,871,engineering manager,no,9290
no,annual,12,2,414,engineering manager,no,9291
no,monthly,115,14,117,product manager,yes,9292
yes,monthly,17,10,883,product manager,no,9293
no,monthly,117,13,897,product manager,no,9294
no,annual,67,1,832,engineering manager,yes,9295
no,monthly,26,2,568,product manager,yes,9296
no,monthly,36,2,55,product manager,no,9297
yes,monthly,25,4,1056,product manager,no,9298
yes,monthly,56,12,837,developer,yes,9299
no,annual,68,5,717,developer,no,9300
no,annual,74,18,961,product manager,yes,9301
no,annual,62,11,1030,product manager,yes,9302
no,monthly,130,14,1112,product manager,no,9303
no,annual,50,11,712,developer,yes,9304
no,monthly,15,1,836,product manager,no,9305
no,monthly,80,5,929,product manager,no,9306
no,monthly,139,16,1199,developer,yes,9307
yes,annual,79,1,1074,sales,no,9308
yes,monthly,28,12,172,marketer,no,9309
yes,annual,25,9,9,product manager,no,9310
no,annual,98,7,218,product manager,no,9311
no,monthly,39,16,665,engineering manager,no,9312
yes,annual,52,9,901,engineering manager,no,9313
no,annual,124,13,260,product manager,yes,9314
yes,monthly,58,3,1109,designer,no,9315
yes,annual,59,10,810,product manager,no,9316
no,monthly,87,8,32,developer,yes,9317
yes,monthly,4,6,803,developer,yes,9318
no,monthly,50,13,418,product manager,no,9319
no,monthly,36,13,19,engineering manager,no,9320
no,monthly,27,3,848,engineering manager,yes,9321
yes,monthly,88,7,500,developer,no,9322
no,annual,76,20,163,engineering manager,yes,9323
yes,annual,89,12,9,product manager,yes,9324
yes,annual,5,10,654,sales,no,9325
yes,monthly,19,4,1019,marketer,no,9326
no,monthly,8,2,4,developer,no,9327
no,monthly,124,12,479,developer,yes,9328
no,monthly,65,11,518,engineering manager,yes,9329
no,annual,40,7,405,engineering manager,no,9330
no,monthly,129,14,595,engineering manager,yes,9331
no,monthly,13,1,612,product manager,no,9332
no,annual,72,3,1060,engineering manager,no,9333
no,monthly,65,3,902,engineering manager,no,9334
no,monthly,30,2,677,product manager,yes,9335
no,annual,21,8,631,developer,no,9336
no,annual,14,3,1186,developer,no,9337
no,monthly,92,17,237,engineering manager,no,9338
no,annual,143,1,867,engineering manager,yes,9339
no,monthly,42,8,298,engineering manager,no,9340
no,annual,10,16,744,product manager,no,9341
yes,monthly,22,11,1098,engineering manager,no,9342
yes,annual,72,0,102,designer,no,9343
no,monthly,1,11,52,developer,yes,9344
yes,annual,81,12,851,engineering manager,no,9345
yes,monthly,33,2,347,sales,no,9346
no,monthly,145,7,1119,product manager,no,9347
no,monthly,61,15,1138,engineering manager,no,9348
no,monthly,34,4,653,product manager,yes,9349
no,annual,18,15,357,engineering manager,yes,9350
yes,monthly,1,0,913,product manager,no,9351
no,monthly,61,4,1112,product manager,yes,9352
yes,annual,12,2,169,sales,no,9353
no,monthly,34,13,492,product manager,yes,9354
no,annual,103,15,837,product manager,no,9355
no,monthly,81,11,103,product manager,yes,9356
no,monthly,74,6,630,engineering manager,no,9357
no,annual,76,3,1196,product manager,yes,9358
no,annual,141,16,616,engineering manager,yes,9359
yes,monthly,95,1,620,marketer,yes,9360
no,monthly,33,3,203,product manager,no,9361
yes,monthly,85,11,60,designer,yes,9362
no,monthly,123,4,859,developer,no,9363
yes,monthly,29,4,881,sales,no,9364
no,monthly,115,7,800,developer,no,9365
no,annual,9,4,1026,developer,no,9366
no,monthly,106,13,602,engineering manager,no,9367
no,monthly,136,19,15,developer,yes,9368
no,annual,14,20,886,engineering manager,no,9369
no,annual,147,19,1003,developer,yes,9370
no,monthly,125,0,457,developer,yes,9371
no,monthly,116,5,693,product manager,no,9372
no,annual,73,2,508,engineering manager,yes,9373
no,monthly,108,12,1149,product manager,no,9374
no,monthly,22,0,251,engineering manager,yes,9375
no,monthly,100,11,1180,engineering manager,no,9376
yes,monthly,29,4,1141,designer,yes,9377
yes,monthly,39,7,458,developer,no,9378
no,monthly,13,3,877,engineering manager,no,9379
yes,annual,90,11,412,marketer,yes,9380
yes,monthly,91,1,715,sales,yes,9381
no,monthly,69,7,756,engineering manager,no,9382
no,monthly,62,0,431,product manager,no,9383
yes,monthly,22,11,1012,sales,no,9384
no,monthly,71,17,15,developer,yes,9385
no,monthly,17,13,92,developer,yes,9386
no,monthly,81,13,404,developer,no,9387
yes,monthly,97,2,749,product manager,no,9388
